"FUJIFILM VisualSonics Measurement Export"
"Institution",""
"Report Date","02/05/2025"

"Version Information"
"Company Name","Model","SW Version","SW Build","Report Version"
"FUJIFILM VisualSonics, Inc.","Vevo LAB","5.9.0","3539","8"

"Study","1"
"Study Name","JM_InVivo2_WholeHeart_20Gy_Blinded"
"Owner User Name","Administrator"
"Granting Institution",""
"Study Date","27/08/2024"
"Study Time","17:48:21"
"Study Notes",""


"Series Name","97"
"Acquired By","Jenasee"
"Series Date","02/09/2024"
"Series Time","18:02:40"
"Animal ID",""
"Sex",""
"Series Notes",""
"Application",""
"Measurement Package",""
"Color",""
"Strain",""
"Source",""
"Weight",""
"Type",""
"Date of Birth",""
"Temperature",""
"Heart Rate",""
"Anesthetic Type",""
"Anesthetic On",""
"Anesthetic Off",""
"Protocol ID",""
"Protocol Name",""
"Injectable",""
"Injection Site",""
"Injection Amount",""



"Measurement File","VSI_CardiacPackage.sxml"
"Measurement Version","5"
"Measurement Description","Cardiac Package"

"Protocol Name","PSLAX B-Mode"
,,,
"Measurement","Mode","Parameter","Units","Instance 1"
"LV Trace","B-Mode","Heart Rate","BPM","389.863548",
"LV Trace","B-Mode","Area","mm2","30.047260",
"LV Trace","B-Mode","Area;s","mm2","33.718392",
"LV Trace","B-Mode","Area;d","mm2","78.253655",
"LV Trace","B-Mode","Volume","uL","70.567927",
"LV Trace","B-Mode","Volume;s","uL","89.624055",
"LV Trace","B-Mode","Volume;d","uL","382.170382",
"LV Trace","B-Mode","Stroke Volume","uL","292.546327",
"LV Trace","B-Mode","Ejection Fraction","%","76.548665",
"LV Trace","B-Mode","Fractional Shortening","%","20.666816",
"LV Trace","B-Mode","Cardiac Output","mL/min","114.053149",

Calculation,,Units,
"Area;d (LV Trace)",,"mm2",78.253655,
"Area;s (LV Trace)",,"mm2",33.718392,
"CO (LV Trace)",,"mL/min",114.053149,
"EF (LV Trace)",,"%",76.548665,
"FS (LV Trace)",,"%",20.666816,
"SV (LV Trace)",,"uL",292.546327,
"V;d (LV Trace)",,"uL",382.170382,
"V;s (LV Trace)",,"uL",89.624055,



