"FUJIFILM VisualSonics Measurement Export"
"Institution",""
"Report Date","28/04/2025"

"Version Information"
"Company Name","Model","SW Version","SW Build","Report Version"
"FUJIFILM VisualSonics, Inc.","Vevo LAB","5.9.0","3539","8"

"Study","1"
"Study Name","JM_InVivo2_WholeHeart_20Gy_Blinded"
"Owner User Name","Administrator"
"Granting Institution",""
"Study Date","27/08/2024"
"Study Time","17:48:21"
"Study Notes",""


"Series Name","60"
"Acquired By","Jenasee"
"Series Date","04/02/2025"
"Series Time","15:07:41"
"Animal ID",""
"Sex",""
"Series Notes",""
"Application",""
"Measurement Package",""
"Color",""
"Strain",""
"Source",""
"Weight",""
"Type",""
"Date of Birth",""
"Temperature",""
"Heart Rate",""
"Anesthetic Type",""
"Anesthetic On",""
"Anesthetic Off",""
"Protocol ID",""
"Protocol Name",""
"Injectable",""
"Injection Site",""
"Injection Amount",""



"Measurement File","VSI_CardiacPackage.sxml"
"Measurement Version","5"
"Measurement Description","Cardiac Package"

"Protocol Name","SAX M-Mode"
,,,
"Measurement","Mode","Parameter","Units","Avg","STD","Instance 1","Instance 2","Instance 3","Instance 4","Instance 5","Instance 6"
"IVS;d","M-Mode","Depth","mm","1.695734","0.125386","1.760954","1.643557","1.917484","1.643557","1.565293","1.643557",
"IVS;s","M-Mode","Depth","mm","2.876225","9.505207E-02","2.778394","2.817527","2.934924","2.974056","2.974056","2.778394",
"LVID;d","M-Mode","Depth","mm","7.082949","0.169674","7.161214","7.082949","7.356876","7.004685","7.043817","6.848155",
"LVID;s","M-Mode","Depth","mm","4.519783","0.209641","4.813275","4.617613","4.421952","4.343687","4.265423","4.656746",
"LVPW;d","M-Mode","Depth","mm","1.826175","0.132512","1.721822","1.878351","1.604425","1.917484","1.917484","1.917484",
"LVPW;s","M-Mode","Depth","mm","2.582733","0.118694","2.347939","2.660998","2.621865","2.621865","2.660998","2.582733",

Calculation,,Units,
"EF",,"%",64.390871,
"FS",,"%",36.187836,
"LV Mass",,"mg",881.693453,
"LV Mass (Corrected)",,"mg",705.354762,
"LV Vol;d",,"uL",262.299202,
"LV Vol;s",,"uL",93.402461,



