"FUJIFILM VisualSonics Measurement Export"
"Institution",""
"Report Date","28/04/2025"

"Version Information"
"Company Name","Model","SW Version","SW Build","Report Version"
"FUJIFILM VisualSonics, Inc.","Vevo LAB","5.9.0","3539","8"

"Study","1"
"Study Name","JM_InVivo2_WholeHeart_20Gy_Blinded"
"Owner User Name","Administrator"
"Granting Institution",""
"Study Date","27/08/2024"
"Study Time","17:48:21"
"Study Notes",""


"Series Name","62"
"Acquired By","Jenasee"
"Series Date","05/03/2025"
"Series Time","18:59:31"
"Animal ID",""
"Sex",""
"Series Notes",""
"Application",""
"Measurement Package",""
"Color",""
"Strain",""
"Source",""
"Weight",""
"Type",""
"Date of Birth",""
"Temperature",""
"Heart Rate",""
"Anesthetic Type",""
"Anesthetic On",""
"Anesthetic Off",""
"Protocol ID",""
"Protocol Name",""
"Injectable",""
"Injection Site",""
"Injection Amount",""



"Measurement File","VSI_GenericPackage.sxml"
"Measurement Version","0"
"Measurement Description","Generic Package"

,,,
"Measurement","Mode","Parameter","Units","Value"
"AutoLV 87","B-Mode","Heart Rate","BPM","376.943616",
"AutoLV 87","B-Mode","Area","mm2","50.233488",
"AutoLV 87","B-Mode","Area;s","mm2","44.062335",
"AutoLV 87","B-Mode","Area;d","mm2","82.600864",
"AutoLV 87","B-Mode","Volume","uL","171.747318",
"AutoLV 87","B-Mode","Volume;s","uL","139.603134",
"AutoLV 87","B-Mode","Volume;d","uL","411.523630",
"AutoLV 87","B-Mode","Stroke Volume","uL","271.920497",
"AutoLV 87","B-Mode","Ejection Fraction","%","66.076521",
"AutoLV 87","B-Mode","Fractional Shortening","%","15.098019",
"AutoLV 87","B-Mode","Cardiac Output","mL/min","102.498695",
"AutoLV 87","B-Mode","Cycles","","3.000000",


