"FUJIFILM VisualSonics Measurement Export"
"Institution",""
"Report Date","25/04/2025"

"Version Information"
"Company Name","Model","SW Version","SW Build","Report Version"
"FUJIFILM VisualSonics, Inc.","Vevo LAB","5.9.0","3539","8"

"Study","1"
"Study Name","JM_InVivo2_WholeHeart_20Gy_Blinded"
"Owner User Name","Administrator"
"Granting Institution",""
"Study Date","27/08/2024"
"Study Time","17:48:21"
"Study Notes",""


"Series Name","15"
"Acquired By","Jenasee"
"Series Date","21/11/2024"
"Series Time","21:55:30"
"Animal ID",""
"Sex",""
"Series Notes",""
"Application",""
"Measurement Package",""
"Color",""
"Strain",""
"Source",""
"Weight",""
"Type",""
"Date of Birth",""
"Temperature",""
"Heart Rate",""
"Anesthetic Type",""
"Anesthetic On",""
"Anesthetic Off",""
"Protocol ID",""
"Protocol Name",""
"Injectable",""
"Injection Site",""
"Injection Amount",""



"Measurement File","VSI_CardiacPackage.sxml"
"Measurement Version","5"
"Measurement Description","Cardiac Package"

"Protocol Name","PSLAX B-Mode"
,,,
"Measurement","Mode","Parameter","Units","Instance 1"
"LV Trace","B-Mode","Heart Rate","BPM","454.631559",
"LV Trace","B-Mode","Area","mm2","47.076900",
"LV Trace","B-Mode","Area;s","mm2","50.724115",
"LV Trace","B-Mode","Area;d","mm2","85.253299",
"LV Trace","B-Mode","Volume","uL","154.738886",
"LV Trace","B-Mode","Volume;s","uL","177.003480",
"LV Trace","B-Mode","Volume;d","uL","441.272857",
"LV Trace","B-Mode","Stroke Volume","uL","264.269377",
"LV Trace","B-Mode","Ejection Fraction","%","59.887975",
"LV Trace","B-Mode","Fractional Shortening","%","9.309557",
"LV Trace","B-Mode","Cardiac Output","mL/min","120.145199",

Calculation,,Units,
"Area;d (LV Trace)",,"mm2",85.253299,
"Area;s (LV Trace)",,"mm2",50.724115,
"CO (LV Trace)",,"mL/min",120.145199,
"EF (LV Trace)",,"%",59.887975,
"FS (LV Trace)",,"%",9.309557,
"SV (LV Trace)",,"uL",264.269377,
"V;d (LV Trace)",,"uL",441.272857,
"V;s (LV Trace)",,"uL",177.003480,



