"FUJIFILM VisualSonics Measurement Export"
"Institution",""
"Report Date","28/04/2025"

"Version Information"
"Company Name","Model","SW Version","SW Build","Report Version"
"FUJIFILM VisualSonics, Inc.","Vevo LAB","5.9.0","3539","8"

"Study","1"
"Study Name","JM_InVivo2_WholeHeart_20Gy_Blinded"
"Owner User Name","Administrator"
"Granting Institution",""
"Study Date","27/08/2024"
"Study Time","17:48:21"
"Study Notes",""


"Series Name","57"
"Acquired By","Jenasee"
"Series Date","28/03/2025"
"Series Time","21:47:56"
"Animal ID",""
"Sex",""
"Series Notes",""
"Application",""
"Measurement Package",""
"Color",""
"Strain",""
"Source",""
"Weight",""
"Type",""
"Date of Birth",""
"Temperature",""
"Heart Rate",""
"Anesthetic Type",""
"Anesthetic On",""
"Anesthetic Off",""
"Protocol ID",""
"Protocol Name",""
"Injectable",""
"Injection Site",""
"Injection Amount",""



"Measurement File","VSI_GenericPackage.sxml"
"Measurement Version","0"
"Measurement Description","Generic Package"

,,,
"Measurement","Mode","Parameter","Units","Value"
"AutoLV 80","B-Mode","Heart Rate","BPM","407.193756",
"AutoLV 80","B-Mode","Area","mm2","80.183489",
"AutoLV 80","B-Mode","Area;s","mm2","40.715357",
"AutoLV 80","B-Mode","Area;d","mm2","79.602869",
"AutoLV 80","B-Mode","Volume","uL","379.873636",
"AutoLV 80","B-Mode","Volume;s","uL","117.286838",
"AutoLV 80","B-Mode","Volume;d","uL","371.561182",
"AutoLV 80","B-Mode","Stroke Volume","uL","254.274344",
"AutoLV 80","B-Mode","Ejection Fraction","%","68.434044",
"AutoLV 80","B-Mode","Fractional Shortening","%","16.322291",
"AutoLV 80","B-Mode","Cardiac Output","mL/min","103.538925",
"AutoLV 80","B-Mode","Cycles","","3.000000",


