"FUJIFILM VisualSonics Measurement Export"
"Institution",""
"Report Date","28/04/2025"

"Version Information"
"Company Name","Model","SW Version","SW Build","Report Version"
"FUJIFILM VisualSonics, Inc.","Vevo LAB","5.9.0","3539","8"

"Study","1"
"Study Name","JM_InVivo2_WholeHeart_20Gy_Blinded"
"Owner User Name","Administrator"
"Granting Institution",""
"Study Date","27/08/2024"
"Study Time","17:48:21"
"Study Notes",""


"Series Name","58"
"Acquired By","Jenasee"
"Series Date","11/12/2024"
"Series Time","17:25:11"
"Animal ID",""
"Sex",""
"Series Notes",""
"Application",""
"Measurement Package",""
"Color",""
"Strain",""
"Source",""
"Weight",""
"Type",""
"Date of Birth",""
"Temperature",""
"Heart Rate",""
"Anesthetic Type",""
"Anesthetic On",""
"Anesthetic Off",""
"Protocol ID",""
"Protocol Name",""
"Injectable",""
"Injection Site",""
"Injection Amount",""



"Measurement File","VSI_GenericPackage.sxml"
"Measurement Version","0"
"Measurement Description","Generic Package"

,,,
"Measurement","Mode","Parameter","Units","Value"
"AutoLV 81","B-Mode","Heart Rate","BPM","402.144772",
"AutoLV 81","B-Mode","Area","mm2","62.705965",
"AutoLV 81","B-Mode","Area;s","mm2","34.227842",
"AutoLV 81","B-Mode","Area;d","mm2","71.247942",
"AutoLV 81","B-Mode","Volume","uL","227.566426",
"AutoLV 81","B-Mode","Volume;s","uL","82.312076",
"AutoLV 81","B-Mode","Volume;d","uL","297.742657",
"AutoLV 81","B-Mode","Stroke Volume","uL","215.430581",
"AutoLV 81","B-Mode","Ejection Fraction","%","72.354624",
"AutoLV 81","B-Mode","Fractional Shortening","%","10.818890",
"AutoLV 81","B-Mode","Cardiac Output","mL/min","86.634282",
"AutoLV 81","B-Mode","Cycles","","3.000000",


