"FUJIFILM VisualSonics Measurement Export"
"Institution",""
"Report Date","26/04/2025"

"Version Information"
"Company Name","Model","SW Version","SW Build","Report Version"
"FUJIFILM VisualSonics, Inc.","Vevo LAB","5.9.0","3539","8"

"Study","1"
"Study Name","JM_InVivo2_WholeHeart_20Gy_Blinded"
"Owner User Name","Administrator"
"Granting Institution",""
"Study Date","27/08/2024"
"Study Time","17:48:21"
"Study Notes",""


"Series Name","41"
"Acquired By","Jenasee"
"Series Date","01/11/2024"
"Series Time","23:40:24"
"Animal ID",""
"Sex",""
"Series Notes",""
"Application",""
"Measurement Package",""
"Color",""
"Strain",""
"Source",""
"Weight",""
"Type",""
"Date of Birth",""
"Temperature",""
"Heart Rate",""
"Anesthetic Type",""
"Anesthetic On",""
"Anesthetic Off",""
"Protocol ID",""
"Protocol Name",""
"Injectable",""
"Injection Site",""
"Injection Amount",""



"Measurement File","VSI_CardiacPackage.sxml"
"Measurement Version","5"
"Measurement Description","Cardiac Package"

"Protocol Name","PSLAX B-Mode"
,,,
"Measurement","Mode","Parameter","Units","Instance 1"
"LV Trace","B-Mode","Heart Rate","BPM","457.055799",
"LV Trace","B-Mode","Area","mm2","34.186289",
"LV Trace","B-Mode","Area;s","mm2","32.336431",
"LV Trace","B-Mode","Area;d","mm2","68.759137",
"LV Trace","B-Mode","Volume","uL","96.778079",
"LV Trace","B-Mode","Volume;s","uL","91.017297",
"LV Trace","B-Mode","Volume;d","uL","324.242715",
"LV Trace","B-Mode","Stroke Volume","uL","233.225419",
"LV Trace","B-Mode","Ejection Fraction","%","71.929270",
"LV Trace","B-Mode","Fractional Shortening","%","18.387999",
"LV Trace","B-Mode","Cardiac Output","mL/min","106.597030",

Calculation,,Units,
"Area;d (LV Trace)",,"mm2",68.759137,
"Area;s (LV Trace)",,"mm2",32.336431,
"CO (LV Trace)",,"mL/min",106.597030,
"EF (LV Trace)",,"%",71.929270,
"FS (LV Trace)",,"%",18.387999,
"SV (LV Trace)",,"uL",233.225419,
"V;d (LV Trace)",,"uL",324.242715,
"V;s (LV Trace)",,"uL",91.017297,



