"FUJIFILM VisualSonics Measurement Export"
"Institution",""
"Report Date","26/04/2025"

"Version Information"
"Company Name","Model","SW Version","SW Build","Report Version"
"FUJIFILM VisualSonics, Inc.","Vevo LAB","5.9.0","3539","8"

"Study","1"
"Study Name","JM_InVivo2_WholeHeart_20Gy_Blinded"
"Owner User Name","Administrator"
"Granting Institution",""
"Study Date","27/08/2024"
"Study Time","17:48:21"
"Study Notes",""


"Series Name","34"
"Acquired By","Jenasee"
"Series Date","25/10/2024"
"Series Time","20:55:58"
"Animal ID",""
"Sex",""
"Series Notes",""
"Application",""
"Measurement Package",""
"Color",""
"Strain",""
"Source",""
"Weight",""
"Type",""
"Date of Birth",""
"Temperature",""
"Heart Rate",""
"Anesthetic Type",""
"Anesthetic On",""
"Anesthetic Off",""
"Protocol ID",""
"Protocol Name",""
"Injectable",""
"Injection Site",""
"Injection Amount",""



"Measurement File","VSI_GenericPackage.sxml"
"Measurement Version","0"
"Measurement Description","Generic Package"

,,,
"Measurement","Mode","Parameter","Units","Value"
"AutoLV 48","B-Mode","Heart Rate","BPM","430.261743",
"AutoLV 48","B-Mode","Area","mm2","41.219703",
"AutoLV 48","B-Mode","Area;s","mm2","39.493584",
"AutoLV 48","B-Mode","Area;d","mm2","66.821545",
"AutoLV 48","B-Mode","Volume","uL","130.159275",
"AutoLV 48","B-Mode","Volume;s","uL","121.010080",
"AutoLV 48","B-Mode","Volume;d","uL","291.484709",
"AutoLV 48","B-Mode","Stroke Volume","uL","170.474629",
"AutoLV 48","B-Mode","Ejection Fraction","%","58.484930",
"AutoLV 48","B-Mode","Fractional Shortening","%","14.779321",
"AutoLV 48","B-Mode","Cardiac Output","mL/min","73.348711",
"AutoLV 48","B-Mode","Cycles","","3.000000",


