"FUJIFILM VisualSonics Measurement Export"
"Institution",""
"Report Date","01/05/2025"

"Version Information"
"Company Name","Model","SW Version","SW Build","Report Version"
"FUJIFILM VisualSonics, Inc.","Vevo LAB","5.9.0","3539","8"

"Study","1"
"Study Name","JM_InVivo2_WholeHeart_20Gy_Blinded"
"Owner User Name","Administrator"
"Granting Institution",""
"Study Date","27/08/2024"
"Study Time","17:48:21"
"Study Notes",""


"Series Name","94"
"Acquired By","Jenasee"
"Series Date","05/03/2025"
"Series Time","15:10:51"
"Animal ID",""
"Sex",""
"Series Notes",""
"Application",""
"Measurement Package",""
"Color",""
"Strain",""
"Source",""
"Weight",""
"Type",""
"Date of Birth",""
"Temperature",""
"Heart Rate",""
"Anesthetic Type",""
"Anesthetic On",""
"Anesthetic Off",""
"Protocol ID",""
"Protocol Name",""
"Injectable",""
"Injection Site",""
"Injection Amount",""



"Measurement File","VSI_GenericPackage.sxml"
"Measurement Version","0"
"Measurement Description","Generic Package"

,,,
"Measurement","Mode","Parameter","Units","Value"
"AutoLV 130","B-Mode","Heart Rate","BPM","360.902256",
"AutoLV 130","B-Mode","Area","mm2","47.866233",
"AutoLV 130","B-Mode","Area;s","mm2","44.439950",
"AutoLV 130","B-Mode","Area;d","mm2","81.032170",
"AutoLV 130","B-Mode","Volume","uL","153.754107",
"AutoLV 130","B-Mode","Volume;s","uL","137.969131",
"AutoLV 130","B-Mode","Volume;d","uL","391.042173",
"AutoLV 130","B-Mode","Stroke Volume","uL","253.073043",
"AutoLV 130","B-Mode","Ejection Fraction","%","64.717583",
"AutoLV 130","B-Mode","Fractional Shortening","%","14.492165",
"AutoLV 130","B-Mode","Cardiac Output","mL/min","91.334632",
"AutoLV 130","B-Mode","Cycles","","3.000000",


