"FUJIFILM VisualSonics Measurement Export"
"Institution",""
"Report Date","28/04/2025"

"Version Information"
"Company Name","Model","SW Version","SW Build","Report Version"
"FUJIFILM VisualSonics, Inc.","Vevo LAB","5.9.0","3539","8"

"Study","1"
"Study Name","JM_InVivo2_WholeHeart_20Gy_Blinded"
"Owner User Name","Administrator"
"Granting Institution",""
"Study Date","27/08/2024"
"Study Time","17:48:21"
"Study Notes",""


"Series Name","53"
"Acquired By","Jenasee"
"Series Date","31/08/2024"
"Series Time","16:34:14"
"Animal ID",""
"Sex",""
"Series Notes",""
"Application",""
"Measurement Package",""
"Color",""
"Strain",""
"Source",""
"Weight",""
"Type",""
"Date of Birth",""
"Temperature",""
"Heart Rate",""
"Anesthetic Type",""
"Anesthetic On",""
"Anesthetic Off",""
"Protocol ID",""
"Protocol Name",""
"Injectable",""
"Injection Site",""
"Injection Amount",""



"Measurement File","VSI_CardiacPackage.sxml"
"Measurement Version","5"
"Measurement Description","Cardiac Package"

"Protocol Name","PSLAX B-Mode"
,,,
"Measurement","Mode","Parameter","Units","Instance 1"
"LV Trace","B-Mode","Heart Rate","BPM","428.189117",
"LV Trace","B-Mode","Area","mm2","30.421540",
"LV Trace","B-Mode","Area;s","mm2","26.736552",
"LV Trace","B-Mode","Area;d","mm2","69.351570",
"LV Trace","B-Mode","Volume","uL","79.513114",
"LV Trace","B-Mode","Volume;s","uL","63.852401",
"LV Trace","B-Mode","Volume;d","uL","328.422373",
"LV Trace","B-Mode","Stroke Volume","uL","264.569972",
"LV Trace","B-Mode","Ejection Fraction","%","80.557841",
"LV Trace","B-Mode","Fractional Shortening","%","24.536930",
"LV Trace","B-Mode","Cardiac Output","mL/min","113.285983",

Calculation,,Units,
"Area;d (LV Trace)",,"mm2",69.351570,
"Area;s (LV Trace)",,"mm2",26.736552,
"CO (LV Trace)",,"mL/min",113.285983,
"EF (LV Trace)",,"%",80.557841,
"FS (LV Trace)",,"%",24.536930,
"SV (LV Trace)",,"uL",264.569972,
"V;d (LV Trace)",,"uL",328.422373,
"V;s (LV Trace)",,"uL",63.852401,



