"FUJIFILM VisualSonics Measurement Export"
"Institution",""
"Report Date","26/04/2025"

"Version Information"
"Company Name","Model","SW Version","SW Build","Report Version"
"FUJIFILM VisualSonics, Inc.","Vevo LAB","5.9.0","3539","8"

"Study","1"
"Study Name","JM_InVivo2_WholeHeart_20Gy_Blinded"
"Owner User Name","Administrator"
"Granting Institution",""
"Study Date","27/08/2024"
"Study Time","17:48:21"
"Study Notes",""


"Series Name","22"
"Acquired By","Jenasee"
"Series Date","05/12/2024"
"Series Time","18:37:23"
"Animal ID",""
"Sex",""
"Series Notes",""
"Application",""
"Measurement Package",""
"Color",""
"Strain",""
"Source",""
"Weight",""
"Type",""
"Date of Birth",""
"Temperature",""
"Heart Rate",""
"Anesthetic Type",""
"Anesthetic On",""
"Anesthetic Off",""
"Protocol ID",""
"Protocol Name",""
"Injectable",""
"Injection Site",""
"Injection Amount",""



"Measurement File","VSI_GenericPackage.sxml"
"Measurement Version","0"
"Measurement Description","Generic Package"

,,,
"Measurement","Mode","Parameter","Units","Value"
"AutoLV 33","B-Mode","Heart Rate","BPM","400.200100",
"AutoLV 33","B-Mode","Area","mm2","70.522127",
"AutoLV 33","B-Mode","Area;s","mm2","37.642053",
"AutoLV 33","B-Mode","Area;d","mm2","70.725061",
"AutoLV 33","B-Mode","Volume","uL","292.670628",
"AutoLV 33","B-Mode","Volume;s","uL","102.831955",
"AutoLV 33","B-Mode","Volume;d","uL","302.550711",
"AutoLV 33","B-Mode","Stroke Volume","uL","199.718756",
"AutoLV 33","B-Mode","Ejection Fraction","%","66.011663",
"AutoLV 33","B-Mode","Fractional Shortening","%","14.166090",
"AutoLV 33","B-Mode","Cardiac Output","mL/min","79.927466",
"AutoLV 33","B-Mode","Cycles","","3.000000",


