"FUJIFILM VisualSonics Measurement Export"
"Institution",""
"Report Date","17/06/2025"

"Version Information"
"Company Name","Model","SW Version","SW Build","Report Version"
"FUJIFILM VisualSonics, Inc.","Vevo LAB","5.9.0","3539","8"

"Study","1"
"Study Name","JM_InVivo2_20Gy_30wk"
"Owner User Name","Administrator"
"Granting Institution",""
"Study Date","01/05/2025"
"Study Time","15:33:47"
"Study Notes",""


"Series Name","2"
"Acquired By","Jenasee"
"Series Date","10/06/2025"
"Series Time","15:02:20"
"Animal ID",""
"Sex",""
"Series Notes",""
"Application",""
"Measurement Package",""
"Color",""
"Strain",""
"Source",""
"Weight",""
"Type",""
"Date of Birth",""
"Temperature",""
"Heart Rate",""
"Anesthetic Type",""
"Anesthetic On",""
"Anesthetic Off",""
"Protocol ID",""
"Protocol Name",""
"Injectable",""
"Injection Site",""
"Injection Amount",""



"Measurement File","VSI_GenericPackage.sxml"
"Measurement Version","0"
"Measurement Description","Generic Package"

,,,
"Measurement","Mode","Parameter","Units","Value"
"AutoLV 2","B-Mode","Heart Rate","BPM","332.042059",
"AutoLV 2","B-Mode","Area","mm2","28.037531",
"AutoLV 2","B-Mode","Area;s","mm2","26.368800",
"AutoLV 2","B-Mode","Area;d","mm2","70.473021",
"AutoLV 2","B-Mode","Volume","uL","66.000889",
"AutoLV 2","B-Mode","Volume;s","uL","61.392549",
"AutoLV 2","B-Mode","Volume;d","uL","336.222698",
"AutoLV 2","B-Mode","Stroke Volume","uL","274.830149",
"AutoLV 2","B-Mode","Ejection Fraction","%","81.740510",
"AutoLV 2","B-Mode","Fractional Shortening","%","21.139096",
"AutoLV 2","B-Mode","Cardiac Output","mL/min","91.255169",
"AutoLV 2","B-Mode","Cycles","","3.000000",


