"FUJIFILM VisualSonics Measurement Export"
"Institution",""
"Report Date","18/06/2025"

"Version Information"
"Company Name","Model","SW Version","SW Build","Report Version"
"FUJIFILM VisualSonics, Inc.","Vevo LAB","5.9.0","3539","8"

"Study","1"
"Study Name","JM_InVivo2_20Gy_30wk"
"Owner User Name","Administrator"
"Granting Institution",""
"Study Date","01/05/2025"
"Study Time","15:33:47"
"Study Notes",""


"Series Name","32"
"Acquired By","Jenasee"
"Series Date","01/05/2025"
"Series Time","19:03:15"
"Animal ID",""
"Sex",""
"Series Notes",""
"Application",""
"Measurement Package",""
"Color",""
"Strain",""
"Source",""
"Weight",""
"Type",""
"Date of Birth",""
"Temperature",""
"Heart Rate",""
"Anesthetic Type",""
"Anesthetic On",""
"Anesthetic Off",""
"Protocol ID",""
"Protocol Name",""
"Injectable",""
"Injection Site",""
"Injection Amount",""



"Measurement File","VSI_GenericPackage.sxml"
"Measurement Version","0"
"Measurement Description","Generic Package"

,,,
"Measurement","Mode","Parameter","Units","Value"
"AutoLV 44","B-Mode","Heart Rate","BPM","342.906129",
"AutoLV 44","B-Mode","Area","mm2","76.475615",
"AutoLV 44","B-Mode","Area;s","mm2","35.158662",
"AutoLV 44","B-Mode","Area;d","mm2","79.403528",
"AutoLV 44","B-Mode","Volume","uL","353.358488",
"AutoLV 44","B-Mode","Volume;s","uL","89.342470",
"AutoLV 44","B-Mode","Volume;d","uL","378.827052",
"AutoLV 44","B-Mode","Stroke Volume","uL","289.484582",
"AutoLV 44","B-Mode","Ejection Fraction","%","76.416027",
"AutoLV 44","B-Mode","Fractional Shortening","%","16.226270",
"AutoLV 44","B-Mode","Cardiac Output","mL/min","99.266038",
"AutoLV 44","B-Mode","Cycles","","3.000000",


