"FUJIFILM VisualSonics Measurement Export"
"Institution",""
"Report Date","18/06/2025"

"Version Information"
"Company Name","Model","SW Version","SW Build","Report Version"
"FUJIFILM VisualSonics, Inc.","Vevo LAB","5.9.0","3539","8"

"Study","1"
"Study Name","JM_InVivo2_20Gy_30wk"
"Owner User Name","Administrator"
"Granting Institution",""
"Study Date","01/05/2025"
"Study Time","15:33:47"
"Study Notes",""


"Series Name","29"
"Acquired By","Jenasee"
"Series Date","10/06/2025"
"Series Time","15:56:16"
"Animal ID",""
"Sex",""
"Series Notes",""
"Application",""
"Measurement Package",""
"Color",""
"Strain",""
"Source",""
"Weight",""
"Type",""
"Date of Birth",""
"Temperature",""
"Heart Rate",""
"Anesthetic Type",""
"Anesthetic On",""
"Anesthetic Off",""
"Protocol ID",""
"Protocol Name",""
"Injectable",""
"Injection Site",""
"Injection Amount",""



"Measurement File","VSI_GenericPackage.sxml"
"Measurement Version","0"
"Measurement Description","Generic Package"

,,,
"Measurement","Mode","Parameter","Units","Value"
"AutoLV 40","B-Mode","Heart Rate","BPM","339.318535",
"AutoLV 40","B-Mode","Area","mm2","52.973748",
"AutoLV 40","B-Mode","Area;s","mm2","51.325575",
"AutoLV 40","B-Mode","Area;d","mm2","94.785275",
"AutoLV 40","B-Mode","Volume","uL","176.319923",
"AutoLV 40","B-Mode","Volume;s","uL","166.490029",
"AutoLV 40","B-Mode","Volume;d","uL","469.595287",
"AutoLV 40","B-Mode","Stroke Volume","uL","303.105258",
"AutoLV 40","B-Mode","Ejection Fraction","%","64.546060",
"AutoLV 40","B-Mode","Fractional Shortening","%","16.337345",
"AutoLV 40","B-Mode","Cardiac Output","mL/min","102.849232",
"AutoLV 40","B-Mode","Cycles","","3.000000",


