"FUJIFILM VisualSonics Measurement Export"
"Institution",""
"Report Date","17/06/2025"

"Version Information"
"Company Name","Model","SW Version","SW Build","Report Version"
"FUJIFILM VisualSonics, Inc.","Vevo LAB","5.9.0","3539","8"

"Study","1"
"Study Name","JM_InVivo2_20Gy_30wk"
"Owner User Name","Administrator"
"Granting Institution",""
"Study Date","01/05/2025"
"Study Time","15:33:47"
"Study Notes",""


"Series Name","8"
"Acquired By","Jenasee"
"Series Date","01/05/2025"
"Series Time","16:36:12"
"Animal ID",""
"Sex",""
"Series Notes",""
"Application",""
"Measurement Package",""
"Color",""
"Strain",""
"Source",""
"Weight",""
"Type",""
"Date of Birth",""
"Temperature",""
"Heart Rate",""
"Anesthetic Type",""
"Anesthetic On",""
"Anesthetic Off",""
"Protocol ID",""
"Protocol Name",""
"Injectable",""
"Injection Site",""
"Injection Amount",""



"Measurement File","VSI_CardiacPackage.sxml"
"Measurement Version","5"
"Measurement Description","Cardiac Package"

"Protocol Name","PSLAX B-Mode"
,,,
"Measurement","Mode","Parameter","Units","Instance 1"
"LV Trace","B-Mode","Heart Rate","BPM","391.772772",
"LV Trace","B-Mode","Area","mm2","81.009730",
"LV Trace","B-Mode","Area;s","mm2","44.549915",
"LV Trace","B-Mode","Area;d","mm2","83.236021",
"LV Trace","B-Mode","Volume","uL","376.143965",
"LV Trace","B-Mode","Volume;s","uL","141.856574",
"LV Trace","B-Mode","Volume;d","uL","399.209549",
"LV Trace","B-Mode","Stroke Volume","uL","257.352975",
"LV Trace","B-Mode","Ejection Fraction","%","64.465636",
"LV Trace","B-Mode","Fractional Shortening","%","14.259715",
"LV Trace","B-Mode","Cardiac Output","mL/min","100.906247",

Calculation,,Units,
"Area;d (LV Trace)",,"mm2",83.236021,
"Area;s (LV Trace)",,"mm2",44.549915,
"CO (LV Trace)",,"mL/min",100.906247,
"EF (LV Trace)",,"%",64.465636,
"FS (LV Trace)",,"%",14.259715,
"SV (LV Trace)",,"uL",257.352975,
"V;d (LV Trace)",,"uL",399.209549,
"V;s (LV Trace)",,"uL",141.856574,



