"FUJIFILM VisualSonics Measurement Export"
"Institution",""
"Report Date","17/06/2025"

"Version Information"
"Company Name","Model","SW Version","SW Build","Report Version"
"FUJIFILM VisualSonics, Inc.","Vevo LAB","5.9.0","3539","8"

"Study","1"
"Study Name","JM_InVivo2_20Gy_30wk"
"Owner User Name","Administrator"
"Granting Institution",""
"Study Date","01/05/2025"
"Study Time","15:33:47"
"Study Notes",""


"Series Name","16"
"Acquired By","Jenasee"
"Series Date","01/05/2025"
"Series Time","19:39:50"
"Animal ID",""
"Sex",""
"Series Notes",""
"Application",""
"Measurement Package",""
"Color",""
"Strain",""
"Source",""
"Weight",""
"Type",""
"Date of Birth",""
"Temperature",""
"Heart Rate",""
"Anesthetic Type",""
"Anesthetic On",""
"Anesthetic Off",""
"Protocol ID",""
"Protocol Name",""
"Injectable",""
"Injection Site",""
"Injection Amount",""



"Measurement File","VSI_GenericPackage.sxml"
"Measurement Version","0"
"Measurement Description","Generic Package"

,,,
"Measurement","Mode","Parameter","Units","Value"
"AutoLV 22","B-Mode","Heart Rate","BPM","338.504937",
"AutoLV 22","B-Mode","Area","mm2","37.717178",
"AutoLV 22","B-Mode","Area;s","mm2","34.190560",
"AutoLV 22","B-Mode","Area;d","mm2","71.024063",
"AutoLV 22","B-Mode","Volume","uL","109.037066",
"AutoLV 22","B-Mode","Volume;s","uL","91.666212",
"AutoLV 22","B-Mode","Volume;d","uL","334.710733",
"AutoLV 22","B-Mode","Stroke Volume","uL","243.044521",
"AutoLV 22","B-Mode","Ejection Fraction","%","72.613304",
"AutoLV 22","B-Mode","Fractional Shortening","%","14.901471",
"AutoLV 22","B-Mode","Cardiac Output","mL/min","82.271770",
"AutoLV 22","B-Mode","Cycles","","3.000000",


